killed	271,277	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
18th Street	281,292	bn:03721496n	http://babelnet.org/rdf/s03721496n	http://dbpedia.org/resource/18th_Street_NW_(Washington,_D.C.)
2nd	303,306	bn:00095974a	http://babelnet.org/rdf/s00095974a	null
Avenue	307,313	bn:00007447n	http://babelnet.org/rdf/s00007447n	null
just	322,326	bn:00114626r	http://babelnet.org/rdf/s00114626r	null
blocks	327,333	bn:00083103v	http://babelnet.org/rdf/s00083103v	null
Regions Field	339,352	bn:00125595n	http://babelnet.org/rdf/s00125595n	http://dbpedia.org/resource/Regions_Field
Family members	356,370	bn:00032893n	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family
says	371,375	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
victim	380,386	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
old	400,403	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
Isaiah	404,410	bn:00012088n	http://babelnet.org/rdf/s00012088n	http://dbpedia.org/resource/Book_of_Isaiah
attended	423,431	bn:00082907v	http://babelnet.org/rdf/s00082907v	null
Wenonah High School	432,451	bn:03864101n	http://babelnet.org/rdf/s03864101n	http://dbpedia.org/resource/Wenonah_High_School
Isaiah	457,463	bn:00012088n	http://babelnet.org/rdf/s00012088n	http://dbpedia.org/resource/Book_of_Isaiah
fine	469,473	bn:00102976a	http://babelnet.org/rdf/s00102976a	null
kid	474,477	bn:00018346n	http://babelnet.org/rdf/s00018346n	http://dbpedia.org/resource/Child
uncle	486,491	bn:00078951n	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
Dr. Carl	494,502	bn:03562323n	http://babelnet.org/rdf/s03562323n	http://dbpedia.org/resource/Karl_Kruszelnicki
Carl Johnson	498,510	bn:15292891n	http://babelnet.org/rdf/s15292891n	http://dbpedia.org/resource/Carl_"CJ"_Johnson
Sr	513,515	bn:00006868n	http://babelnet.org/rdf/s00006868n	http://dbpedia.org/resource/Strontium
said	520,524	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
know	533,537	bn:00082272v	http://babelnet.org/rdf/s00082272v	null
real	546,550	bn:00109494a	http://babelnet.org/rdf/s00109494a	null
type	562,566	bn:00078798n	http://babelnet.org/rdf/s00078798n	null
kid	567,570	bn:00018346n	http://babelnet.org/rdf/s00018346n	http://dbpedia.org/resource/Child
Quiet	573,578	bn:00052284n	http://babelnet.org/rdf/s00052284n	null
respectful	590,600	bn:00109739a	http://babelnet.org/rdf/s00109739a	null
police	617,623	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	624,627	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
people	628,634	bn:00061450n	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
reported	635,643	bn:00082233v	http://babelnet.org/rdf/s00082233v	null
hearing	644,651	bn:00089277v	http://babelnet.org/rdf/s00089277v	null
gunshots	652,660	bn:00042242n	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
p.m.	670,674	bn:01389062n	http://babelnet.org/rdf/s01389062n	http://dbpedia.org/resource/P.M._Dawn
officers	684,692	bn:00054972n	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
arrived	693,700	bn:00082788v	http://babelnet.org/rdf/s00082788v	null
found	708,713	bn:00084231v	http://babelnet.org/rdf/s00084231v	null
black male	716,726	bn:00010820n	http://babelnet.org/rdf/s00010820n	http://dbpedia.org/resource/Black_people
street	734,740	bn:00074595n	http://babelnet.org/rdf/s00074595n	http://dbpedia.org/resource/Street
suffering	743,752	bn:00087618v	http://babelnet.org/rdf/s00087618v	null
gunshot wound	755,768	bn:00191195n	http://babelnet.org/rdf/s00191195n	http://dbpedia.org/resource/Ballistic_trauma
chest	776,781	bn:00018207n	http://babelnet.org/rdf/s00018207n	http://dbpedia.org/resource/Thorax
Lt	785,787	bn:03312078n	http://babelnet.org/rdf/s03312078n	http://dbpedia.org/resource/LT_(car)
Sean Edwards	790,802	bn:01996107n	http://babelnet.org/rdf/s01996107n	http://dbpedia.org/resource/Sean_Edwards_(racing_driver)
say	803,806	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
officers	812,820	bn:00054972n	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
performed	821,830	bn:00087107v	http://babelnet.org/rdf/s00087107v	null
CPR	831,834	bn:00015952n	http://babelnet.org/rdf/s00015952n	http://dbpedia.org/resource/Cardiopulmonary_resuscitation
unable	844,850	bn:00112255a	http://babelnet.org/rdf/s00112255a	null
save	854,858	bn:00092745v	http://babelnet.org/rdf/s00092745v	null
teen	863,867	bn:00001480n	http://babelnet.org/rdf/s00001480n	null
rushed	879,885	bn:00083395v	http://babelnet.org/rdf/s00083395v	null
scene	893,898	bn:00081962n	http://babelnet.org/rdf/s00081962n	http://dbpedia.org/resource/Youth_subculture
right	899,904	bn:00116860r	http://babelnet.org/rdf/s00116860r	null
found out	913,922	bn:00082811v	http://babelnet.org/rdf/s00082811v	null
happened	928,936	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
nephew	944,950	bn:00057287n	http://babelnet.org/rdf/s00057287n	http://dbpedia.org/resource/Nephew_and_niece
arrived	958,965	bn:00082788v	http://babelnet.org/rdf/s00082788v	null
met	975,978	bn:00085339v	http://babelnet.org/rdf/s00085339v	null
brother	982,989	bn:00011357n	http://babelnet.org/rdf/s00011357n	null
tried	999,1004	bn:00082844v	http://babelnet.org/rdf/s00082844v	null
console	1008,1015	bn:00085398v	http://babelnet.org/rdf/s00085398v	null
just	1034,1038	bn:00114626r	http://babelnet.org/rdf/s00114626r	null
trying	1065,1071	bn:00082844v	http://babelnet.org/rdf/s00082844v	null
console	1075,1082	bn:00085398v	http://babelnet.org/rdf/s00085398v	null
family	1087,1093	bn:00032893n	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family
said	1101,1105	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
gathered	1117,1125	bn:00085289v	http://babelnet.org/rdf/s00085289v	null
loved	1135,1140	bn:00090504v	http://babelnet.org/rdf/s00090504v	null
ones	1141,1145	bn:00000870n	http://babelnet.org/rdf/s00000870n	http://dbpedia.org/resource/Enneagram_of_Personality
scene	1153,1158	bn:00081962n	http://babelnet.org/rdf/s00081962n	http://dbpedia.org/resource/Youth_subculture
prayed	1163,1169	bn:00091921v	http://babelnet.org/rdf/s00091921v	null
praying	1191,1198	bn:00091921v	http://babelnet.org/rdf/s00091921v	null
strength	1203,1211	bn:00074615n	http://babelnet.org/rdf/s00074615n	null
told	1219,1223	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
says	1238,1242	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
police	1248,1254	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
interviewed	1255,1266	bn:00089853v	http://babelnet.org/rdf/s00089853v	null
people	1275,1281	bn:00061450n	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
car	1298,1301	bn:00007309n	http://babelnet.org/rdf/s00007309n	http://dbpedia.org/resource/Car
victim	1311,1317	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
understand	1321,1331	bn:00095375v	http://babelnet.org/rdf/s00095375v	null
happened	1337,1345	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
says	1357,1361	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
victim	1366,1372	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
meeting	1397,1404	bn:00085339v	http://babelnet.org/rdf/s00085339v	null
group	1413,1418	bn:00041942n	http://babelnet.org/rdf/s00041942n	null
alley	1425,1430	bn:00002851n	http://babelnet.org/rdf/s00002851n	null
intersection	1439,1451	bn:00047215n	http://babelnet.org/rdf/s00047215n	http://dbpedia.org/resource/Intersection
purchase	1455,1463	bn:00084331v	http://babelnet.org/rdf/s00084331v	null
handgun	1466,1473	bn:00042808n	http://babelnet.org/rdf/s00042808n	http://dbpedia.org/resource/Handgun
exchange	1478,1486	bn:00032125n	http://babelnet.org/rdf/s00032125n	null
handguns	1487,1495	bn:00042808n	http://babelnet.org/rdf/s00042808n	http://dbpedia.org/resource/Handgun
says	1506,1510	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
brown	1524,1529	bn:00098942a	http://babelnet.org/rdf/s00098942a	null
colored	1532,1539	bn:00085302v	http://babelnet.org/rdf/s00085302v	null
vehicle	1540,1547	bn:00079675n	http://babelnet.org/rdf/s00079675n	http://dbpedia.org/resource/Vehicle
started	1548,1555	bn:00083340v	http://babelnet.org/rdf/s00083340v	null
firing	1556,1562	bn:00088225v	http://babelnet.org/rdf/s00088225v	null
alley	1572,1577	bn:00002851n	http://babelnet.org/rdf/s00002851n	null
striking	1580,1588	bn:00094453v	http://babelnet.org/rdf/s00094453v	null
victim	1593,1599	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
fled	1611,1615	bn:00088291v	http://babelnet.org/rdf/s00088291v	null
street	1623,1629	bn:00074595n	http://babelnet.org/rdf/s00074595n	http://dbpedia.org/resource/Street
collapsed	1639,1648	bn:00083969v	http://babelnet.org/rdf/s00083969v	null
Police	1652,1658	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	1659,1662	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
suspects	1667,1675	bn:00025884n	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
fled	1681,1685	bn:00088291v	http://babelnet.org/rdf/s00088291v	null
scene	1690,1695	bn:00081962n	http://babelnet.org/rdf/s00081962n	http://dbpedia.org/resource/Youth_subculture
arrests	1717,1724	bn:00005136n	http://babelnet.org/rdf/s00005136n	null
time	1733,1737	bn:00077270n	http://babelnet.org/rdf/s00077270n	http://dbpedia.org/resource/Time
Detectives	1741,1751	bn:00026633n	http://babelnet.org/rdf/s00026633n	http://dbpedia.org/resource/Detective
believe	1752,1759	bn:00083373v	http://babelnet.org/rdf/s00083373v	null
meetup	1765,1771	bn:01401681n	http://babelnet.org/rdf/s01401681n	http://dbpedia.org/resource/Meetup_(website)
set up	1776,1782	bn:00087732v	http://babelnet.org/rdf/s00087732v	null
Facebook	1791,1799	bn:03624775n	http://babelnet.org/rdf/s03624775n	http://dbpedia.org/resource/Facebook
extremely	1813,1822	bn:00115300r	http://babelnet.org/rdf/s00115300r	null
unfortunate	1823,1834	bn:00112770a	http://babelnet.org/rdf/s00112770a	null
fact	1841,1845	bn:00032654n	http://babelnet.org/rdf/s00032654n	null
young person	1859,1871	bn:00073643n	http://babelnet.org/rdf/s00073643n	http://dbpedia.org/resource/Youth
invest	1876,1882	bn:00085429v	http://babelnet.org/rdf/s00085429v	null
energy	1887,1893	bn:00030820n	http://babelnet.org/rdf/s00030820n	http://dbpedia.org/resource/Thermodynamic_free_energy
effort	1898,1904	bn:00007011n	http://babelnet.org/rdf/s00007011n	null
activities	1910,1920	bn:00001172n	http://babelnet.org/rdf/s00001172n	null
detrimental	1930,1941	bn:00100884a	http://babelnet.org/rdf/s00100884a	null
lives	1951,1956	bn:00051045n	http://babelnet.org/rdf/s00051045n	null
Sad	1959,1962	bn:00068782n	http://babelnet.org/rdf/s00068782n	http://dbpedia.org/resource/Sadness
said	1975,1979	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
Dr. Johnson	1983,1994	bn:00028519n	http://babelnet.org/rdf/s00028519n	http://dbpedia.org/resource/Johnson
says	1995,1999	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
family	2013,2019	bn:00032893n	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family
shock	2032,2037	bn:00025463n	http://babelnet.org/rdf/s00025463n	http://dbpedia.org/resource/Stupor
know	2043,2047	bn:00082272v	http://babelnet.org/rdf/s00082272v	null
trust	2077,2082	bn:00083095v	http://babelnet.org/rdf/s00083095v	null
justice	2088,2095	bn:00048668n	http://babelnet.org/rdf/s00048668n	http://dbpedia.org/resource/Justice_(virtue)
prevail	2101,2108	bn:00087151v	http://babelnet.org/rdf/s00087151v	null
law	2115,2118	bn:00048655n	http://babelnet.org/rdf/s00048655n	http://dbpedia.org/resource/Law
law	2136,2139	bn:00048655n	http://babelnet.org/rdf/s00048655n	http://dbpedia.org/resource/Law
needs	2140,2145	bn:00091028v	http://babelnet.org/rdf/s00091028v	null
get to the bottom of	2172,2192	bn:13678768v	http://babelnet.org/rdf/s13678768v	null
happened	2198,2206	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
said	2219,2223	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
second	2242,2248	bn:00110242a	http://babelnet.org/rdf/s00110242a	null
Wenonah High School	2249,2268	bn:03864101n	http://babelnet.org/rdf/s03864101n	http://dbpedia.org/resource/Wenonah_High_School
High School student	2257,2276	bn:00044028n	http://babelnet.org/rdf/s00044028n	http://dbpedia.org/resource/High_school
killed	2283,2289	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
week	2299,2303	bn:00043484n	http://babelnet.org/rdf/s00043484n	http://dbpedia.org/resource/Week
shot	2331,2335	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
killed	2340,2346	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
Jan.	2347,2351	bn:00047960n	http://babelnet.org/rdf/s00047960n	http://dbpedia.org/resource/January
walking	2361,2368	bn:00095602v	http://babelnet.org/rdf/s00095602v	null
home	2369,2373	bn:00000356n	http://babelnet.org/rdf/s00000356n	http://dbpedia.org/resource/Home
school	2379,2385	bn:00069619n	http://babelnet.org/rdf/s00069619n	http://dbpedia.org/resource/School
saddened	2399,2407	bn:00093222v	http://babelnet.org/rdf/s00093222v	null
hear of	2411,2418	bn:13712849v	http://babelnet.org/rdf/s13712849v	null
passing	2423,2430	bn:00088932v	http://babelnet.org/rdf/s00088932v	null
Wenonah High School	2436,2455	bn:03864101n	http://babelnet.org/rdf/s03864101n	http://dbpedia.org/resource/Wenonah_High_School
High School student	2444,2463	bn:00044028n	http://babelnet.org/rdf/s00044028n	http://dbpedia.org/resource/High_school
today	2464,2469	bn:00077462n	http://babelnet.org/rdf/s00077462n	null
thoughts	2476,2484	bn:00045800n	http://babelnet.org/rdf/s00045800n	http://dbpedia.org/resource/Idea
prayers	2489,2496	bn:00064038n	http://babelnet.org/rdf/s00064038n	null
family	2510,2516	bn:00032893n	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family
friends	2521,2528	bn:00036538n	http://babelnet.org/rdf/s00036538n	null
missed	2542,2548	bn:00090493v	http://babelnet.org/rdf/s00090493v	null
Counselors	2551,2561	bn:00001604n	http://babelnet.org/rdf/s00001604n	http://dbpedia.org/resource/Counsel
available	2570,2579	bn:00097846a	http://babelnet.org/rdf/s00097846a	null
Wenonah High School	2583,2602	bn:03864101n	http://babelnet.org/rdf/s03864101n	http://dbpedia.org/resource/Wenonah_High_School
Wednesday	2606,2615	bn:00054897n	http://babelnet.org/rdf/s00054897n	http://dbpedia.org/resource/Wednesday
Feb.	2618,2622	bn:00033882n	http://babelnet.org/rdf/s00033882n	http://dbpedia.org/resource/February
help	2628,2632	bn:00082481v	http://babelnet.org/rdf/s00082481v	null
students	2633,2641	bn:00029806n	http://babelnet.org/rdf/s00029806n	http://dbpedia.org/resource/Student
staff	2646,2651	bn:00032685n	http://babelnet.org/rdf/s00032685n	http://dbpedia.org/resource/Faculty_(division)
difficult	2665,2674	bn:00101358a	http://babelnet.org/rdf/s00101358a	null
time	2675,2679	bn:00077270n	http://babelnet.org/rdf/s00077270n	http://dbpedia.org/resource/Time
Birmingham City Schools	2686,2709	bn:03006813n	http://babelnet.org/rdf/s03006813n	http://dbpedia.org/resource/Birmingham_City_Schools
Interim	2710,2717	bn:02102180n	http://babelnet.org/rdf/s02102180n	http://dbpedia.org/resource/Interim_(album)
Superintendent	2718,2732	bn:00059905n	http://babelnet.org/rdf/s00059905n	http://dbpedia.org/resource/Superintendent_(education)
Dr.	2733,2736	bn:00027976n	http://babelnet.org/rdf/s00027976n	http://dbpedia.org/resource/Physician
Larry	2737,2742	bn:03273980n	http://babelnet.org/rdf/s03273980n	http://dbpedia.org/resource/That's_So_Raven
Contri	2743,2749	bn:16782604n	http://babelnet.org/rdf/s16782604n	http://dbpedia.org/resource/Contri
said	2750,2754	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
Copyright	2758,2767	bn:00022536n	http://babelnet.org/rdf/s00022536n	http://dbpedia.org/resource/Copyright
WBRC	2773,2777	bn:00303564n	http://babelnet.org/rdf/s00303564n	http://dbpedia.org/resource/WBRC
rights	2783,2789	bn:00067807n	http://babelnet.org/rdf/s00067807n	http://dbpedia.org/resource/Rights
reserved	2790,2798	bn:00092878v	http://babelnet.org/rdf/s00092878v	null
