struck	638,644	bn:00094453v	Concept	[wn:01410223v]	http://babelnet.org/rdf/s00094453v	null
old	660,663	bn:00107786a	Concept	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
female	664,670	bn:00001530n	Concept	[wn:10787470n]	http://babelnet.org/rdf/s00001530n	http://dbpedia.org/resource/Woman
Milwaukee	676,685	bn:00055080n	Named Entity	[wn:09158268n]	http://babelnet.org/rdf/s00055080n	http://dbpedia.org/resource/Milwaukee
shot	690,694	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
expected	704,712	bn:00082665v	Concept	[wn:00719734v]	http://babelnet.org/rdf/s00082665v	null
treated	719,726	bn:00087116v	Concept	[wn:02514187v]	http://babelnet.org/rdf/s00087116v	null
released	731,739	bn:00092742v	Concept	[wn:00069295v]	http://babelnet.org/rdf/s00092742v	null
old	756,759	bn:00107786a	Concept	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
male	760,764	bn:00001533n	Concept	[wn:10287213n]	http://babelnet.org/rdf/s00001533n	http://dbpedia.org/resource/Man
Milwaukee	770,779	bn:00055080n	Named Entity	[wn:09158268n]	http://babelnet.org/rdf/s00055080n	http://dbpedia.org/resource/Milwaukee
shot	789,793	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
abdomen	801,808	bn:00000249n	Concept	[wn:05556943n]	http://babelnet.org/rdf/s00000249n	http://dbpedia.org/resource/Abdomen
underwent	814,823	bn:00095355v	Concept	[wn:02108377v]	http://babelnet.org/rdf/s00095355v	null
surgery	824,831	bn:00059129n	Concept	[wn:00671351n]	http://babelnet.org/rdf/s00059129n	http://dbpedia.org/resource/Surgery
recovery	842,850	bn:00066597n	Concept	[wn:07419792n]	http://babelnet.org/rdf/s00066597n	null
male	858,862	bn:00106354a	Concept	[wn:01476685a]	http://babelnet.org/rdf/s00106354a	null
suspect	863,870	bn:00025884n	Concept	[wn:09762101n]	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
fled	876,880	bn:00088291v	Concept	[wn:02075462v]	http://babelnet.org/rdf/s00088291v	null
hotel	890,895	bn:00044967n	Concept	[wn:03542333n]	http://babelnet.org/rdf/s00044967n	http://dbpedia.org/resource/Hotel
vehicle	903,910	bn:00079675n	Concept	[wn:04524313n]	http://babelnet.org/rdf/s00079675n	http://dbpedia.org/resource/Vehicle
identified	925,935	bn:00089574v	Concept	[wn:00618878v]	http://babelnet.org/rdf/s00089574v	null
old	951,954	bn:00107786a	Concept	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
male	955,959	bn:00001533n	Concept	[wn:10287213n]	http://babelnet.org/rdf/s00001533n	http://dbpedia.org/resource/Man
Milwaukee	965,974	bn:00055080n	Named Entity	[wn:09158268n]	http://babelnet.org/rdf/s00055080n	http://dbpedia.org/resource/Milwaukee
vehicle	981,988	bn:00079675n	Concept	[wn:04524313n]	http://babelnet.org/rdf/s00079675n	http://dbpedia.org/resource/Vehicle
fled	992,996	bn:00088291v	Concept	[wn:02075462v]	http://babelnet.org/rdf/s00088291v	null
recovered	1009,1018	bn:00088210v	Concept	[wn:02247977v]	http://babelnet.org/rdf/s00088210v	null
residence	1028,1037	bn:00000355n	Concept	[wn:08558963n]	http://babelnet.org/rdf/s00000355n	null
time	1070,1074	bn:00077270n	Concept	[wn:00028270n]	http://babelnet.org/rdf/s00077270n	http://dbpedia.org/resource/Time
City	1082,1086	bn:03335997n	Concept	[]	http://babelnet.org/rdf/s03335997n	http://dbpedia.org/resource/City
PD	1101,1103	bn:00060578n	Concept	[wn:14094350n]	http://babelnet.org/rdf/s00060578n	http://dbpedia.org/resource/Parkinson's_disease
assisted	1108,1116	bn:00082867v	Concept	[wn:02540670v]	http://babelnet.org/rdf/s00082867v	null
neighboring	1125,1136	bn:00091039v	Concept	[wn:02608176v]	http://babelnet.org/rdf/s00091039v	null
jurisdictions	1137,1150	bn:00048653n	Concept	[wn:08590369n]	http://babelnet.org/rdf/s00048653n	http://dbpedia.org/resource/Jurisdiction
original	1158,1166	bn:00107979a	Concept	[wn:01012503a]	http://babelnet.org/rdf/s00107979a	null
call	1167,1171	bn:00014791n	Concept	[wn:06272803n]	http://babelnet.org/rdf/s00014791n	http://dbpedia.org/resource/Telephone_call
active shooter	1185,1199	bn:03334217n	Concept	[]	http://babelnet.org/rdf/s03334217n	http://dbpedia.org/resource/Active_shooter
situation	1202,1211	bn:00062699n	Concept	[wn:08664443n]	http://babelnet.org/rdf/s00062699n	http://dbpedia.org/resource/Location_(geography)
